line,poem,text,tokens
19.0,113.0,I've run dental floss,"['START_SYMBOL', u'i', u""'ve"", u'run', u'dental', u'floss', 'STOP_SYMBOL']"
20.0,113.0,between my teeth.,"['START_SYMBOL', u'between', u'my', u'teeth', u'.', 'STOP_SYMBOL']"
21.0,113.0,it won't rain and I listen,"['START_SYMBOL', u'it', u'wo', u""n't"", u'rain', u'and', u'i', u'listen', 'STOP_SYMBOL']"
22.0,113.0,to the early arrivals from the,"['START_SYMBOL', u'to', u'the', u'early', u'arrivals', u'from', u'the', 'STOP_SYMBOL']"
23.0,113.0,8 hour day as they,"['START_SYMBOL', u'8', u'hour', u'day', u'as', u'they', 'STOP_SYMBOL']"
24.0,113.0,drive in and park their cars,"['START_SYMBOL', u'drive', u'in', u'and', u'park', u'their', u'cars', 'STOP_SYMBOL']"
25.0,113.0,behind the apartment,"['START_SYMBOL', u'behind', u'the', u'apartment', 'STOP_SYMBOL']"
26.0,113.0,next door.,"['START_SYMBOL', u'next', u'door', u'.', 'STOP_SYMBOL']"
27.0,113.0,I sit drinking German beer,"['START_SYMBOL', u'i', u'sit', u'drinking', u'german', u'beer', 'STOP_SYMBOL']"
28.0,113.0,and trying to come up with the,"['START_SYMBOL', u'and', u'trying', u'to', u'come', u'up', u'with', u'the', 'STOP_SYMBOL']"
29.0,113.0,big one,"['START_SYMBOL', u'big', u'one', 'STOP_SYMBOL']"
30.0,113.0,and I'm not going to make it.,"['START_SYMBOL', u'and', u'i', u""'m"", u'not', u'going', u'to', u'make', u'it', u'.', 'STOP_SYMBOL']"
31.0,113.0,I'm just going to keep drinking,"['START_SYMBOL', u'i', u""'m"", u'just', u'going', u'to', u'keep', u'drinking', 'STOP_SYMBOL']"
32.0,113.0,more and more German beer,"['START_SYMBOL', u'more', u'and', u'more', u'german', u'beer', 'STOP_SYMBOL']"
33.0,113.0,and rolling smokes,"['START_SYMBOL', u'and', u'rolling', u'smokes', 'STOP_SYMBOL']"
34.0,113.0,and by 11 p.m.,"['START_SYMBOL', u'and', u'by', u'11', u'p.m', u'.', 'STOP_SYMBOL']"
35.0,113.0,I'll be spread out,"['START_SYMBOL', u'i', u""'ll"", u'be', u'spread', u'out', 'STOP_SYMBOL']"
36.0,113.0,on the unmade bed,"['START_SYMBOL', u'on', u'the', u'unmade', u'bed', 'STOP_SYMBOL']"
37.0,113.0,face up,"['START_SYMBOL', u'face', u'up', 'STOP_SYMBOL']"
38.0,113.0,asleep under the electric,"['START_SYMBOL', u'asleep', u'under', u'the', u'electric', 'STOP_SYMBOL']"
39.0,113.0,light,"['START_SYMBOL', u'light', 'STOP_SYMBOL']"
40.0,113.0,still waiting on the immortal,"['START_SYMBOL', u'still', u'waiting', u'on', u'the', u'immortal', 'STOP_SYMBOL']"
41.0,113.0,poem.,"['START_SYMBOL', u'poem', u'.', 'STOP_SYMBOL']"
1.0,114.0,I saw her when I was in the left lane,"['START_SYMBOL', u'i', u'saw', u'her', u'when', u'i', u'was', u'in', u'the', u'left', u'lane', 'STOP_SYMBOL']"
2.0,114.0,going east on Sunset.,"['START_SYMBOL', u'going', u'east', u'on', u'sunset', u'.', 'STOP_SYMBOL']"
3.0,114.0,she was sitting,"['START_SYMBOL', u'she', u'was', u'sitting', 'STOP_SYMBOL']"
4.0,114.0,with her legs crossed,"['START_SYMBOL', u'with', u'her', u'legs', u'crossed', 'STOP_SYMBOL']"
5.0,114.0,reading a paperback.,"['START_SYMBOL', u'reading', u'a', u'paperback', u'.', 'STOP_SYMBOL']"
6.0,114.0,she was Italian or Indian or,"['START_SYMBOL', u'she', u'was', u'italian', u'or', u'indian', u'or', 'STOP_SYMBOL']"
7.0,114.0,Greek,"['START_SYMBOL', u'greek', 'STOP_SYMBOL']"
8.0,114.0,and I was stopped at a red signal,"['START_SYMBOL', u'and', u'i', u'was', u'stopped', u'at', u'a', u'red', u'signal', 'STOP_SYMBOL']"
9.0,114.0,as now and then a wind,"['START_SYMBOL', u'as', u'now', u'and', u'then', u'a', u'wind', 'STOP_SYMBOL']"
10.0,114.0,"would lift her skirt,","['START_SYMBOL', u'would', u'lift', u'her', u'skirt', u',', 'STOP_SYMBOL']"
11.0,114.0,I was directly across from her,"['START_SYMBOL', u'i', u'was', u'directly', u'across', u'from', u'her', 'STOP_SYMBOL']"
12.0,114.0,"looking in,","['START_SYMBOL', u'looking', u'in', u',', 'STOP_SYMBOL']"
13.0,114.0,and such perfect immaculate legs,"['START_SYMBOL', u'and', u'such', u'perfect', u'immaculate', u'legs', 'STOP_SYMBOL']"
14.0,114.0,I had never seen.,"['START_SYMBOL', u'i', u'had', u'never', u'seen', u'.', 'STOP_SYMBOL']"
15.0,114.0,I am essentially bashful,"['START_SYMBOL', u'i', u'am', u'essentially', u'bashful', 'STOP_SYMBOL']"
16.0,114.0,but I stared and kept staring,"['START_SYMBOL', u'but', u'i', u'stared', u'and', u'kept', u'staring', 'STOP_SYMBOL']"
17.0,114.0,until the person in the car behind,"['START_SYMBOL', u'until', u'the', u'person', u'in', u'the', u'car', u'behind', 'STOP_SYMBOL']"
18.0,114.0,me honked.,"['START_SYMBOL', u'me', u'honked', u'.', 'STOP_SYMBOL']"
19.0,114.0,it had never happened quite like that,"['START_SYMBOL', u'it', u'had', u'never', u'happened', u'quite', u'like', u'that', 'STOP_SYMBOL']"
20.0,114.0,before.,"['START_SYMBOL', u'before', u'.', 'STOP_SYMBOL']"
21.0,114.0,I drove around the block,"['START_SYMBOL', u'i', u'drove', u'around', u'the', u'block', 'STOP_SYMBOL']"
22.0,114.0,and parked in the supermarket,"['START_SYMBOL', u'and', u'parked', u'in', u'the', u'supermarket', 'STOP_SYMBOL']"
23.0,114.0,lot,"['START_SYMBOL', u'lot', 'STOP_SYMBOL']"
24.0,114.0,directly across from her,"['START_SYMBOL', u'directly', u'across', u'from', u'her', 'STOP_SYMBOL']"
25.0,114.0,in my dark shades,"['START_SYMBOL', u'in', u'my', u'dark', u'shades', 'STOP_SYMBOL']"
26.0,114.0,I kept staring,"['START_SYMBOL', u'i', u'kept', u'staring', 'STOP_SYMBOL']"
27.0,114.0,like a schoolboy in his first,"['START_SYMBOL', u'like', u'a', u'schoolboy', u'in', u'his', u'first', 'STOP_SYMBOL']"
28.0,114.0,excitement.,"['START_SYMBOL', u'excitement', u'.', 'STOP_SYMBOL']"
29.0,114.0,I memorized her shoes,"['START_SYMBOL', u'i', u'memorized', u'her', u'shoes', 'STOP_SYMBOL']"
30.0,114.0,her dress,"['START_SYMBOL', u'her', u'dress', 'STOP_SYMBOL']"
31.0,114.0,her stockings,"['START_SYMBOL', u'her', u'stockings', 'STOP_SYMBOL']"
32.0,114.0,her face.,"['START_SYMBOL', u'her', u'face', u'.', 'STOP_SYMBOL']"
33.0,114.0,cars came by and blocked my,"['START_SYMBOL', u'cars', u'came', u'by', u'and', u'blocked', u'my', 'STOP_SYMBOL']"
34.0,114.0,view.,"['START_SYMBOL', u'view', u'.', 'STOP_SYMBOL']"
35.0,114.0,then I saw her again.,"['START_SYMBOL', u'then', u'i', u'saw', u'her', u'again', u'.', 'STOP_SYMBOL']"
36.0,114.0,the wind flipped her skirt,"['START_SYMBOL', u'the', u'wind', u'flipped', u'her', u'skirt', 'STOP_SYMBOL']"
37.0,114.0,high along her thighs,"['START_SYMBOL', u'high', u'along', u'her', u'thighs', 'STOP_SYMBOL']"
38.0,114.0,and I began rubbing myself.,"['START_SYMBOL', u'and', u'i', u'began', u'rubbing', u'myself', u'.', 'STOP_SYMBOL']"
39.0,114.0,just before her bus came,"['START_SYMBOL', u'just', u'before', u'her', u'bus', u'came', 'STOP_SYMBOL']"
40.0,114.0,I climaxed.,"['START_SYMBOL', u'i', u'climaxed', u'.', 'STOP_SYMBOL']"
41.0,114.0,I smelled my sperm,"['START_SYMBOL', u'i', u'smelled', u'my', u'sperm', 'STOP_SYMBOL']"
42.0,114.0,felt it wet against my shorts,"['START_SYMBOL', u'felt', u'it', u'wet', u'against', u'my', u'shorts', 'STOP_SYMBOL']"
43.0,114.0,and pants.,"['START_SYMBOL', u'and', u'pants', u'.', 'STOP_SYMBOL']"
44.0,114.0,it was an ugly white bus,"['START_SYMBOL', u'it', u'was', u'an', u'ugly', u'white', u'bus', 'STOP_SYMBOL']"
45.0,114.0,and it took her away.,"['START_SYMBOL', u'and', u'it', u'took', u'her', u'away', u'.', 'STOP_SYMBOL']"
46.0,114.0,I backed out of the parking lot,"['START_SYMBOL', u'i', u'backed', u'out', u'of', u'the', u'parking', u'lot', 'STOP_SYMBOL']"
47.0,114.0,"thinking, I'm a peep-freak","['START_SYMBOL', u'thinking', u',', u'i', u""'m"", u'a', u'peep-freak', 'STOP_SYMBOL']"
48.0,114.0,but at least I didn't expose,"['START_SYMBOL', u'but', u'at', u'least', u'i', u'did', u""n't"", u'expose', 'STOP_SYMBOL']"
49.0,114.0,myself.,"['START_SYMBOL', u'myself', u'.', 'STOP_SYMBOL']"
50.0,114.0,I'm a peep-freak,"['START_SYMBOL', u'i', u""'m"", u'a', u'peep-freak', 'STOP_SYMBOL']"
51.0,114.0,but why do they do that?,"['START_SYMBOL', u'but', u'why', u'do', u'they', u'do', u'that', u'?', 'STOP_SYMBOL']"
52.0,114.0,why do they look like that?,"['START_SYMBOL', u'why', u'do', u'they', u'look', u'like', u'that', u'?', 'STOP_SYMBOL']"
53.0,114.0,why do they let the wind do,"['START_SYMBOL', u'why', u'do', u'they', u'let', u'the', u'wind', u'do', 'STOP_SYMBOL']"
54.0,114.0,that?,"['START_SYMBOL', u'that', u'?', 'STOP_SYMBOL']"
55.0,114.0,when I got home,"['START_SYMBOL', u'when', u'i', u'got', u'home', 'STOP_SYMBOL']"
56.0,114.0,I undressed and bathed,"['START_SYMBOL', u'i', u'undressed', u'and', u'bathed', 'STOP_SYMBOL']"
57.0,114.0,got out,"['START_SYMBOL', u'got', u'out', 'STOP_SYMBOL']"
58.0,114.0,toweled,"['START_SYMBOL', u'toweled', 'STOP_SYMBOL']"
59.0,114.0,turned on,"['START_SYMBOL', u'turned', u'on', 'STOP_SYMBOL']"
60.0,114.0,the news,"['START_SYMBOL', u'the', u'news', 'STOP_SYMBOL']"
61.0,114.0,turned off the news,"['START_SYMBOL', u'turned', u'off', u'the', u'news', 'STOP_SYMBOL']"
62.0,114.0,and,"['START_SYMBOL', u'and', 'STOP_SYMBOL']"
63.0,114.0,wrote this poem.,"['START_SYMBOL', u'wrote', u'this', u'poem', u'.', 'STOP_SYMBOL']"
1.0,115.0,I used to take the back off,"['START_SYMBOL', u'i', u'used', u'to', u'take', u'the', u'back', u'off', 'STOP_SYMBOL']"
2.0,115.0,the telephone and stuff it with rags,"['START_SYMBOL', u'the', u'telephone', u'and', u'stuff', u'it', u'with', u'rags', 'STOP_SYMBOL']"
3.0,115.0,and when somebody knocked,"['START_SYMBOL', u'and', u'when', u'somebody', u'knocked', 'STOP_SYMBOL']"
4.0,115.0,I wouldn't answer and if they persisted,"['START_SYMBOL', u'i', u'would', u""n't"", u'answer', u'and', u'if', u'they', u'persisted', 'STOP_SYMBOL']"
5.0,115.0,I'd tell them in terms vulgar,"['START_SYMBOL', u'i', u""'d"", u'tell', u'them', u'in', u'terms', u'vulgar', 'STOP_SYMBOL']"
6.0,115.0,to vanish.,"['START_SYMBOL', u'to', u'vanish', u'.', 'STOP_SYMBOL']"
7.0,115.0,just another old crank,"['START_SYMBOL', u'just', u'another', u'old', u'crank', 'STOP_SYMBOL']"
8.0,115.0,with wings of gold,"['START_SYMBOL', u'with', u'wings', u'of', u'gold', 'STOP_SYMBOL']"
9.0,115.0,flabby white belly,"['START_SYMBOL', u'flabby', u'white', u'belly', 'STOP_SYMBOL']"
10.0,115.0,plus,"['START_SYMBOL', u'plus', 'STOP_SYMBOL']"
11.0,115.0,eyes to knock out,"['START_SYMBOL', u'eyes', u'to', u'knock', u'out', 'STOP_SYMBOL']"
12.0,115.0,the sun.,"['START_SYMBOL', u'the', u'sun', u'.', 'STOP_SYMBOL']"
1.0,116.0,I had to take a shit,"['START_SYMBOL', u'i', u'had', u'to', u'take', u'a', u'shit', 'STOP_SYMBOL']"
2.0,116.0,but instead I went,"['START_SYMBOL', u'but', u'instead', u'i', u'went', 'STOP_SYMBOL']"
3.0,116.0,into this shop to,"['START_SYMBOL', u'into', u'this', u'shop', u'to', 'STOP_SYMBOL']"
4.0,116.0,have a key made.,"['START_SYMBOL', u'have', u'a', u'key', u'made', u'.', 'STOP_SYMBOL']"
5.0,116.0,the woman was dressed,"['START_SYMBOL', u'the', u'woman', u'was', u'dressed', 'STOP_SYMBOL']"
6.0,116.0,in gingham and smelled,"['START_SYMBOL', u'in', u'gingham', u'and', u'smelled', 'STOP_SYMBOL']"
7.0,116.0,like a muskrat.,"['START_SYMBOL', u'like', u'a', u'muskrat', u'.', 'STOP_SYMBOL']"
8.0,116.0,"""Ralph,"" she hollered","['START_SYMBOL', u'``', u'ralph', u',', u""''"", u'she', u'hollered', 'STOP_SYMBOL']"
9.0,116.0,and an old swine in a,"['START_SYMBOL', u'and', u'an', u'old', u'swine', u'in', u'a', 'STOP_SYMBOL']"
10.0,116.0,flowered shirt and,"['START_SYMBOL', u'flowered', u'shirt', u'and', 'STOP_SYMBOL']"
11.0,116.0,"size 6 shoes, her","['START_SYMBOL', u'size', u'6', u'shoes', u',', u'her', 'STOP_SYMBOL']"
12.0,116.0,"husband, came out and","['START_SYMBOL', u'husband', u',', u'came', u'out', u'and', 'STOP_SYMBOL']"
13.0,116.0,"she said, "" this man","['START_SYMBOL', u'she', u'said', u',', u'``', u'this', u'man', 'STOP_SYMBOL']"
14.0,116.0,"wants a key.""","['START_SYMBOL', u'wants', u'a', u'key', u'.', u""''"", 'STOP_SYMBOL']"
15.0,116.0,he started grinding,"['START_SYMBOL', u'he', u'started', u'grinding', 'STOP_SYMBOL']"
16.0,116.0,as if he really didn't,"['START_SYMBOL', u'as', u'if', u'he', u'really', u'did', u""n't"", 'STOP_SYMBOL']"
17.0,116.0,want to.,"['START_SYMBOL', u'want', u'to', u'.', 'STOP_SYMBOL']"
18.0,116.0,there were slinking,"['START_SYMBOL', u'there', u'were', u'slinking', 'STOP_SYMBOL']"
19.0,116.0,shadows and urine,"['START_SYMBOL', u'shadows', u'and', u'urine', 'STOP_SYMBOL']"
20.0,116.0,in the air.,"['START_SYMBOL', u'in', u'the', u'air', u'.', 'STOP_SYMBOL']"
21.0,116.0,I moved along the,"['START_SYMBOL', u'i', u'moved', u'along', u'the', 'STOP_SYMBOL']"
22.0,116.0,"glass counter,","['START_SYMBOL', u'glass', u'counter', u',', 'STOP_SYMBOL']"
23.0,116.0,pointed and called,"['START_SYMBOL', u'pointed', u'and', u'called', 'STOP_SYMBOL']"
24.0,116.0,"to her,","['START_SYMBOL', u'to', u'her', u',', 'STOP_SYMBOL']"
25.0,116.0,"""here, I want this","['START_SYMBOL', u'``', u'here', u',', u'i', u'want', u'this', 'STOP_SYMBOL']"
26.0,116.0,one.,"['START_SYMBOL', u'one', u'.', 'STOP_SYMBOL']"
27.0,116.0,she handed it to,"['START_SYMBOL', u'she', u'handed', u'it', u'to', 'STOP_SYMBOL']"
28.0,116.0,me: a switchblade,"['START_SYMBOL', u'me', u':', u'a', u'switchblade', 'STOP_SYMBOL']"
29.0,116.0,in a light purple,"['START_SYMBOL', u'in', u'a', u'light', u'purple', 'STOP_SYMBOL']"
30.0,116.0,case.,"['START_SYMBOL', u'case', u'.', 'STOP_SYMBOL']"
31.0,116.0,$6.50 plus tax.,"['START_SYMBOL', u'$', u'6.50', u'plus', u'tax', u'.', 'STOP_SYMBOL']"
32.0,116.0,the key cost,"['START_SYMBOL', u'the', u'key', u'cost', 'STOP_SYMBOL']"
33.0,116.0,practically,"['START_SYMBOL', u'practically', 'STOP_SYMBOL']"
34.0,116.0,nothing.,"['START_SYMBOL', u'nothing', u'.', 'STOP_SYMBOL']"
35.0,116.0,I got my change and,"['START_SYMBOL', u'i', u'got', u'my', u'change', u'and', 'STOP_SYMBOL']"
36.0,116.0,walked out on,"['START_SYMBOL', u'walked', u'out', u'on', 'STOP_SYMBOL']"
37.0,116.0,the street.,"['START_SYMBOL', u'the', u'street', u'.', 'STOP_SYMBOL']"
38.0,116.0,sometimes you need,"['START_SYMBOL', u'sometimes', u'you', u'need', 'STOP_SYMBOL']"
39.0,116.0,people like that.,"['START_SYMBOL', u'people', u'like', u'that', u'.', 'STOP_SYMBOL']"
1.0,117.0,I had this room in front on DeLongpre,"['START_SYMBOL', u'i', u'had', u'this', u'room', u'in', u'front', u'on', u'delongpre', 'STOP_SYMBOL']"
2.0,117.0,and I used to sit for hours,"['START_SYMBOL', u'and', u'i', u'used', u'to', u'sit', u'for', u'hours', 'STOP_SYMBOL']"
3.0,117.0,in the daytime,"['START_SYMBOL', u'in', u'the', u'daytime', 'STOP_SYMBOL']"
4.0,117.0,looking out the front,"['START_SYMBOL', u'looking', u'out', u'the', u'front', 'STOP_SYMBOL']"
5.0,117.0,window.,"['START_SYMBOL', u'window', u'.', 'STOP_SYMBOL']"
6.0,117.0,there were any number of girls who would,"['START_SYMBOL', u'there', u'were', u'any', u'number', u'of', u'girls', u'who', u'would', 'STOP_SYMBOL']"
7.0,117.0,walk by,"['START_SYMBOL', u'walk', u'by', 'STOP_SYMBOL']"
8.0,117.0,swaying;,"['START_SYMBOL', u'swaying', u';', 'STOP_SYMBOL']"
9.0,117.0,"it helped my afternoons,","['START_SYMBOL', u'it', u'helped', u'my', u'afternoons', u',', 'STOP_SYMBOL']"
10.0,117.0,added something to the beer and the,"['START_SYMBOL', u'added', u'something', u'to', u'the', u'beer', u'and', u'the', 'STOP_SYMBOL']"
11.0,117.0,cigarettes.,"['START_SYMBOL', u'cigarettes', u'.', 'STOP_SYMBOL']"
12.0,117.0,one day I saw something,"['START_SYMBOL', u'one', u'day', u'i', u'saw', u'something', 'STOP_SYMBOL']"
13.0,117.0,extra.,"['START_SYMBOL', u'extra', u'.', 'STOP_SYMBOL']"
14.0,117.0,I heard the sound of it first.,"['START_SYMBOL', u'i', u'heard', u'the', u'sound', u'of', u'it', u'first', u'.', 'STOP_SYMBOL']"
15.0,117.0,"""come on, push!"" he said.","['START_SYMBOL', u'``', u'come', u'on', u',', u'push', u'!', u""''"", u'he', u'said', u'.', 'STOP_SYMBOL']"
16.0,117.0,there was a long board,"['START_SYMBOL', u'there', u'was', u'a', u'long', u'board', 'STOP_SYMBOL']"
17.0,117.0,about 2½ feet wide and,"['START_SYMBOL', u'about', u'2\xbd', u'feet', u'wide', u'and', 'STOP_SYMBOL']"
18.0,117.0,8 feet long;,"['START_SYMBOL', u'8', u'feet', u'long', u';', 'STOP_SYMBOL']"
19.0,117.0,nailed to the ends and in the middle,"['START_SYMBOL', u'nailed', u'to', u'the', u'ends', u'and', u'in', u'the', u'middle', 'STOP_SYMBOL']"
20.0,117.0,were roller skates.,"['START_SYMBOL', u'were', u'roller', u'skates', u'.', 'STOP_SYMBOL']"
21.0,117.0,he was pulling in front,"['START_SYMBOL', u'he', u'was', u'pulling', u'in', u'front', 'STOP_SYMBOL']"
22.0,117.0,two long ropes attached to the board,"['START_SYMBOL', u'two', u'long', u'ropes', u'attached', u'to', u'the', u'board', 'STOP_SYMBOL']"
23.0,117.0,and she was in back,"['START_SYMBOL', u'and', u'she', u'was', u'in', u'back', 'STOP_SYMBOL']"
24.0,117.0,guiding and also pushing.,"['START_SYMBOL', u'guiding', u'and', u'also', u'pushing', u'.', 'STOP_SYMBOL']"
25.0,117.0,all their possessions were tied to the,"['START_SYMBOL', u'all', u'their', u'possessions', u'were', u'tied', u'to', u'the', 'STOP_SYMBOL']"
26.0,117.0,board:,"['START_SYMBOL', u'board', u':', 'STOP_SYMBOL']"
27.0,117.0,"pots, pans, bedquilts, and so forth","['START_SYMBOL', u'pots', u',', u'pans', u',', u'bedquilts', u',', u'and', u'so', u'forth', 'STOP_SYMBOL']"
28.0,117.0,were roped to the board,"['START_SYMBOL', u'were', u'roped', u'to', u'the', u'board', 'STOP_SYMBOL']"
29.0,117.0,tied down;,"['START_SYMBOL', u'tied', u'down', u';', 'STOP_SYMBOL']"
30.0,117.0,and the skatewheels were grinding.,"['START_SYMBOL', u'and', u'the', u'skatewheels', u'were', u'grinding', u'.', 'STOP_SYMBOL']"
31.0,117.0,"he was white, red-necked, a","['START_SYMBOL', u'he', u'was', u'white', u',', u'red-necked', u',', u'a', 'STOP_SYMBOL']"
32.0,117.0,southerner---,"['START_SYMBOL', u'southerner', u'--', u'-', 'STOP_SYMBOL']"
33.0,117.0,"thin, slumped, his pants about to","['START_SYMBOL', u'thin', u',', u'slumped', u',', u'his', u'pants', u'about', u'to', 'STOP_SYMBOL']"
34.0,117.0,fall from his,"['START_SYMBOL', u'fall', u'from', u'his', 'STOP_SYMBOL']"
35.0,117.0,ass---,"['START_SYMBOL', u'ass', u'--', u'-', 'STOP_SYMBOL']"
36.0,117.0,his face pinked by the sun and,"['START_SYMBOL', u'his', u'face', u'pinked', u'by', u'the', u'sun', u'and', 'STOP_SYMBOL']"
37.0,117.0,"cheap wine,","['START_SYMBOL', u'cheap', u'wine', u',', 'STOP_SYMBOL']"
38.0,117.0,and she was black,"['START_SYMBOL', u'and', u'she', u'was', u'black', 'STOP_SYMBOL']"
39.0,117.0,and walked upright,"['START_SYMBOL', u'and', u'walked', u'upright', 'STOP_SYMBOL']"
40.0,117.0,pushing;,"['START_SYMBOL', u'pushing', u';', 'STOP_SYMBOL']"
41.0,117.0,she was simply beautiful,"['START_SYMBOL', u'she', u'was', u'simply', u'beautiful', 'STOP_SYMBOL']"
42.0,117.0,in turban,"['START_SYMBOL', u'in', u'turban', 'STOP_SYMBOL']"
43.0,117.0,long green ear rings,"['START_SYMBOL', u'long', u'green', u'ear', u'rings', 'STOP_SYMBOL']"
44.0,117.0,yellow dress,"['START_SYMBOL', u'yellow', u'dress', 'STOP_SYMBOL']"
45.0,117.0,from,"['START_SYMBOL', u'from', 'STOP_SYMBOL']"
46.0,117.0,neck to,"['START_SYMBOL', u'neck', u'to', 'STOP_SYMBOL']"
47.0,117.0,ankle.,"['START_SYMBOL', u'ankle', u'.', 'STOP_SYMBOL']"
48.0,117.0,her face was gloriously,"['START_SYMBOL', u'her', u'face', u'was', u'gloriously', 'STOP_SYMBOL']"
49.0,117.0,indifferent.,"['START_SYMBOL', u'indifferent', u'.', 'STOP_SYMBOL']"
50.0,117.0,"""don't worry!"" he shouted, looking back","['START_SYMBOL', u'``', u'do', u""n't"", u'worry', u'!', u""''"", u'he', u'shouted', u',', u'looking', u'back', 'STOP_SYMBOL']"
51.0,117.0,"at her, ""somebody will","['START_SYMBOL', u'at', u'her', u',', u'``', u'somebody', u'will', 'STOP_SYMBOL']"
52.0,117.0,"rent us a place!""","['START_SYMBOL', u'rent', u'us', u'a', u'place', u'!', u""''"", 'STOP_SYMBOL']"
53.0,117.0,she didn't answer.,"['START_SYMBOL', u'she', u'did', u""n't"", u'answer', u'.', 'STOP_SYMBOL']"
54.0,117.0,then they were gone,"['START_SYMBOL', u'then', u'they', u'were', u'gone', 'STOP_SYMBOL']"
55.0,117.0,although I still heard the,"['START_SYMBOL', u'although', u'i', u'still', u'heard', u'the', 'STOP_SYMBOL']"
56.0,117.0,skatewheels.,"['START_SYMBOL', u'skatewheels', u'.', 'STOP_SYMBOL']"
57.0,117.0,"they're going to make it,","['START_SYMBOL', u'they', u""'re"", u'going', u'to', u'make', u'it', u',', 'STOP_SYMBOL']"
58.0,117.0,I thought.,"['START_SYMBOL', u'i', u'thought', u'.', 'STOP_SYMBOL']"
59.0,117.0,I'm sure they,"['START_SYMBOL', u'i', u""'m"", u'sure', u'they', 'STOP_SYMBOL']"
60.0,117.0,did.,"['START_SYMBOL', u'did', u'.', 'STOP_SYMBOL']"
1.0,118.0,the roaches spit out,"['START_SYMBOL', u'the', u'roaches', u'spit', u'out', 'STOP_SYMBOL']"
