line,poem,text,tokens
38.0,51.0,these are the people who have funerals,"[u'start_symbol', u'these', u'are', u'the', u'people', u'who', u'have', u'funerals', u'stop_symbol']"
39.0,51.0,these are the dead,"[u'start_symbol', u'these', u'are', u'the', u'dead', u'stop_symbol']"
40.0,51.0,the smog,"[u'start_symbol', u'the', u'smog', u'stop_symbol']"
41.0,51.0,the stink in the air,"[u'start_symbol', u'the', u'stink', u'in', u'the', u'air', u'stop_symbol']"
42.0,51.0,the lepers.,"[u'start_symbol', u'the', u'lepers', u'.', u'stop_symbol']"
43.0,51.0,these are almost everybody,"[u'start_symbol', u'these', u'are', u'almost', u'everybody', u'stop_symbol']"
44.0,51.0,finally.,"[u'start_symbol', u'finally', u'.', u'stop_symbol']"
45.0,51.0,seagulls are better,"[u'start_symbol', u'seagulls', u'are', u'better', u'stop_symbol']"
46.0,51.0,seaweed is better,"[u'start_symbol', u'seaweed', u'is', u'better', u'stop_symbol']"
47.0,51.0,dirty sand is better,"[u'start_symbol', u'dirty', u'sand', u'is', u'better', u'stop_symbol']"
48.0,51.0,if I could turn that old cannon,"[u'start_symbol', u'if', u'i', u'could', u'turn', u'that', u'old', u'cannon', u'stop_symbol']"
49.0,51.0,on them,"[u'start_symbol', u'on', u'them', u'stop_symbol']"
50.0,51.0,and make it work,"[u'start_symbol', u'and', u'make', u'it', u'work', u'stop_symbol']"
51.0,51.0,I would.,"[u'start_symbol', u'i', u'would', u'.', u'stop_symbol']"
52.0,51.0,they disgust me.,"[u'start_symbol', u'they', u'disgust', u'me', u'.', u'stop_symbol']"
1.0,52.0,I get many phonecalls now.,"[u'start_symbol', u'i', u'get', u'many', u'phonecalls', u'now', u'.', u'stop_symbol']"
2.0,52.0,They are all alike.,"[u'start_symbol', u'they', u'are', u'all', u'alike', u'.', u'stop_symbol']"
3.0,52.0,"""are you Charles Bukowski,","[u'start_symbol', u'``', u'are', u'you', u'charles', u'bukowski', u',', u'stop_symbol']"
4.0,52.0,"the writer?""","[u'start_symbol', u'the', u'writer', u'?', u""''"", u'stop_symbol']"
5.0,52.0,"""yes,"" I tell them.","[u'start_symbol', u'``', u'yes', u',', u""''"", u'i', u'tell', u'them', u'.', u'stop_symbol']"
6.0,52.0,and they tell me,"[u'start_symbol', u'and', u'they', u'tell', u'me', u'stop_symbol']"
7.0,52.0,that they understand my,"[u'start_symbol', u'that', u'they', u'understand', u'my', u'stop_symbol']"
8.0,52.0,"writing,","[u'start_symbol', u'writing', u',', u'stop_symbol']"
9.0,52.0,and some of them are writers,"[u'start_symbol', u'and', u'some', u'of', u'them', u'are', u'writers', u'stop_symbol']"
10.0,52.0,or want to be writers,"[u'start_symbol', u'or', u'want', u'to', u'be', u'writers', u'stop_symbol']"
11.0,52.0,and they have dull and,"[u'start_symbol', u'and', u'they', u'have', u'dull', u'and', u'stop_symbol']"
12.0,52.0,horrible jobs,"[u'start_symbol', u'horrible', u'jobs', u'stop_symbol']"
13.0,52.0,and they can't face the room,"[u'start_symbol', u'and', u'they', u'ca', u""n't"", u'face', u'the', u'room', u'stop_symbol']"
14.0,52.0,the apartment,"[u'start_symbol', u'the', u'apartment', u'stop_symbol']"
15.0,52.0,the walls,"[u'start_symbol', u'the', u'walls', u'stop_symbol']"
16.0,52.0,that night---,"[u'start_symbol', u'that', u'night', u'--', u'-', u'stop_symbol']"
17.0,52.0,they want somebody to talk,"[u'start_symbol', u'they', u'want', u'somebody', u'to', u'talk', u'stop_symbol']"
18.0,52.0,"to,","[u'start_symbol', u'to', u',', u'stop_symbol']"
19.0,52.0,and they can't believe,"[u'start_symbol', u'and', u'they', u'ca', u""n't"", u'believe', u'stop_symbol']"
20.0,52.0,that I can't help them,"[u'start_symbol', u'that', u'i', u'ca', u""n't"", u'help', u'them', u'stop_symbol']"
21.0,52.0,that I don't know the words.,"[u'start_symbol', u'that', u'i', u'do', u""n't"", u'know', u'the', u'words', u'.', u'stop_symbol']"
22.0,52.0,they can't believe,"[u'start_symbol', u'they', u'ca', u""n't"", u'believe', u'stop_symbol']"
23.0,52.0,that often now,"[u'start_symbol', u'that', u'often', u'now', u'stop_symbol']"
24.0,52.0,I double up in my room,"[u'start_symbol', u'i', u'double', u'up', u'in', u'my', u'room', u'stop_symbol']"
25.0,52.0,grab my gut,"[u'start_symbol', u'grab', u'my', u'gut', u'stop_symbol']"
26.0,52.0,and say,"[u'start_symbol', u'and', u'say', u'stop_symbol']"
27.0,52.0,"""Jesus Jesus Jesus, not","[u'start_symbol', u'``', u'jesus', u'jesus', u'jesus', u',', u'not', u'stop_symbol']"
28.0,52.0,"/again!/ ""","[u'start_symbol', u'/again', u'!', u'/', u'``', u'stop_symbol']"
29.0,52.0,they can't believe,"[u'start_symbol', u'they', u'ca', u""n't"", u'believe', u'stop_symbol']"
30.0,52.0,that the loveless people,"[u'start_symbol', u'that', u'the', u'loveless', u'people', u'stop_symbol']"
31.0,52.0,the streets,"[u'start_symbol', u'the', u'streets', u'stop_symbol']"
32.0,52.0,the loneliness,"[u'start_symbol', u'the', u'loneliness', u'stop_symbol']"
33.0,52.0,the walls,"[u'start_symbol', u'the', u'walls', u'stop_symbol']"
34.0,52.0,are mine too.,"[u'start_symbol', u'are', u'mine', u'too', u'.', u'stop_symbol']"
35.0,52.0,and when I hang up the phone,"[u'start_symbol', u'and', u'when', u'i', u'hang', u'up', u'the', u'phone', u'stop_symbol']"
36.0,52.0,they think I have held back my,"[u'start_symbol', u'they', u'think', u'i', u'have', u'held', u'back', u'my', u'stop_symbol']"
37.0,52.0,secret.,"[u'start_symbol', u'secret', u'.', u'stop_symbol']"
38.0,52.0,I don't write out of,"[u'start_symbol', u'i', u'do', u""n't"", u'write', u'out', u'of', u'stop_symbol']"
39.0,52.0,knowledge.,"[u'start_symbol', u'knowledge', u'.', u'stop_symbol']"
40.0,52.0,when the phone rings,"[u'start_symbol', u'when', u'the', u'phone', u'rings', u'stop_symbol']"
41.0,52.0,I too would like to hear words,"[u'start_symbol', u'i', u'too', u'would', u'like', u'to', u'hear', u'words', u'stop_symbol']"
42.0,52.0,that might ease,"[u'start_symbol', u'that', u'might', u'ease', u'stop_symbol']"
43.0,52.0,some of this.,"[u'start_symbol', u'some', u'of', u'this', u'.', u'stop_symbol']"
44.0,52.0,that's why my number's,"[u'start_symbol', u'that', u""'s"", u'why', u'my', u'number', u""'s"", u'stop_symbol']"
45.0,52.0,listed.,"[u'start_symbol', u'listed', u'.', u'stop_symbol']"
1.0,53.0,they photograph you on your porch,"[u'start_symbol', u'they', u'photograph', u'you', u'on', u'your', u'porch', u'stop_symbol']"
2.0,53.0,and on your couch,"[u'start_symbol', u'and', u'on', u'your', u'couch', u'stop_symbol']"
3.0,53.0,and standing in the courtyard,"[u'start_symbol', u'and', u'standing', u'in', u'the', u'courtyard', u'stop_symbol']"
4.0,53.0,or leaning against your car,"[u'start_symbol', u'or', u'leaning', u'against', u'your', u'car', u'stop_symbol']"
5.0,53.0,these photographers,"[u'start_symbol', u'these', u'photographers', u'stop_symbol']"
6.0,53.0,women with big asses,"[u'start_symbol', u'women', u'with', u'big', u'asses', u'stop_symbol']"
7.0,53.0,which look better to you,"[u'start_symbol', u'which', u'look', u'better', u'to', u'you', u'stop_symbol']"
8.0,53.0,than do their eyes or their souls,"[u'start_symbol', u'than', u'do', u'their', u'eyes', u'or', u'their', u'souls', u'stop_symbol']"
9.0,53.0,---this playing at author,"[u'start_symbol', u'--', u'-this', u'playing', u'at', u'author', u'stop_symbol']"
10.0,53.0,it's real Hemingway,"[u'start_symbol', u'it', u""'s"", u'real', u'hemingway', u'stop_symbol']"
11.0,53.0,James Joyce,"[u'start_symbol', u'james', u'joyce', u'stop_symbol']"
12.0,53.0,stageshit,"[u'start_symbol', u'stageshit', u'stop_symbol']"
13.0,53.0,but look---,"[u'start_symbol', u'but', u'look', u'--', u'-', u'stop_symbol']"
14.0,53.0,there are the books,"[u'start_symbol', u'there', u'are', u'the', u'books', u'stop_symbol']"
15.0,53.0,you've written them,"[u'start_symbol', u'you', u""'ve"", u'written', u'them', u'stop_symbol']"
16.0,53.0,you haven't been to Paris,"[u'start_symbol', u'you', u'have', u""n't"", u'been', u'to', u'paris', u'stop_symbol']"
17.0,53.0,but you've written all those books,"[u'start_symbol', u'but', u'you', u""'ve"", u'written', u'all', u'those', u'books', u'stop_symbol']"
18.0,53.0,there behind you,"[u'start_symbol', u'there', u'behind', u'you', u'stop_symbol']"
19.0,53.0,"(and others not there,","[u'start_symbol', u'(', u'and', u'others', u'not', u'there', u',', u'stop_symbol']"
20.0,53.0,lost or stolen),"[u'start_symbol', u'lost', u'or', u'stolen', u')', u'stop_symbol']"
21.0,53.0,all you've got to do,"[u'start_symbol', u'all', u'you', u""'ve"", u'got', u'to', u'do', u'stop_symbol']"
22.0,53.0,is look like Bukowski,"[u'start_symbol', u'is', u'look', u'like', u'bukowski', u'stop_symbol']"
23.0,53.0,for the cameras,"[u'start_symbol', u'for', u'the', u'cameras', u'stop_symbol']"
24.0,53.0,but,"[u'start_symbol', u'but', u'stop_symbol']"
25.0,53.0,you keep watching,"[u'start_symbol', u'you', u'keep', u'watching', u'stop_symbol']"
26.0,53.0,those,"[u'start_symbol', u'those', u'stop_symbol']"
27.0,53.0,astonishingly big asses,"[u'start_symbol', u'astonishingly', u'big', u'asses', u'stop_symbol']"
28.0,53.0,and thinking---,"[u'start_symbol', u'and', u'thinking', u'--', u'-', u'stop_symbol']"
29.0,53.0,somebody else is getting,"[u'start_symbol', u'somebody', u'else', u'is', u'getting', u'stop_symbol']"
30.0,53.0,it,"[u'start_symbol', u'it', u'stop_symbol']"
31.0,53.0,"""look into my eyes,""","[u'start_symbol', u'``', u'look', u'into', u'my', u'eyes', u',', u""''"", u'stop_symbol']"
32.0,53.0,they say and click their cameras,"[u'start_symbol', u'they', u'say', u'and', u'click', u'their', u'cameras', u'stop_symbol']"
33.0,53.0,and flash their cameras,"[u'start_symbol', u'and', u'flash', u'their', u'cameras', u'stop_symbol']"
34.0,53.0,and fondle their cameras,"[u'start_symbol', u'and', u'fondle', u'their', u'cameras', u'stop_symbol']"
35.0,53.0,Hemingway used to box or go,"[u'start_symbol', u'hemingway', u'used', u'to', u'box', u'or', u'go', u'stop_symbol']"
36.0,53.0,fishing or to the bullfights,"[u'start_symbol', u'fishing', u'or', u'to', u'the', u'bullfights', u'stop_symbol']"
37.0,53.0,but after they leave,"[u'start_symbol', u'but', u'after', u'they', u'leave', u'stop_symbol']"
38.0,53.0,you jerk-off into the sheets,"[u'start_symbol', u'you', u'jerk-off', u'into', u'the', u'sheets', u'stop_symbol']"
39.0,53.0,and take a hot bath,"[u'start_symbol', u'and', u'take', u'a', u'hot', u'bath', u'stop_symbol']"
40.0,53.0,they never send the photos,"[u'start_symbol', u'they', u'never', u'send', u'the', u'photos', u'stop_symbol']"
41.0,53.0,like they promise to send the photos,"[u'start_symbol', u'like', u'they', u'promise', u'to', u'send', u'the', u'photos', u'stop_symbol']"
42.0,53.0,and the astonishingly big asses are,"[u'start_symbol', u'and', u'the', u'astonishingly', u'big', u'asses', u'are', u'stop_symbol']"
43.0,53.0,gone forever,"[u'start_symbol', u'gone', u'forever', u'stop_symbol']"
44.0,53.0,and you've been a fine literary fellow---,"[u'start_symbol', u'and', u'you', u""'ve"", u'been', u'a', u'fine', u'literary', u'fellow', u'--', u'-', u'stop_symbol']"
45.0,53.0,now alive,"[u'start_symbol', u'now', u'alive', u'stop_symbol']"
46.0,53.0,dead soon enough,"[u'start_symbol', u'dead', u'soon', u'enough', u'stop_symbol']"
47.0,53.0,looking into and at their eyes and souls,"[u'start_symbol', u'looking', u'into', u'and', u'at', u'their', u'eyes', u'and', u'souls', u'stop_symbol']"
48.0,53.0,and more.,"[u'start_symbol', u'and', u'more', u'.', u'stop_symbol']"
1.0,54.0,the blue pencil of the wave,"[u'start_symbol', u'the', u'blue', u'pencil', u'of', u'the', u'wave', u'stop_symbol']"
2.0,54.0,shots of yellow road,"[u'start_symbol', u'shots', u'of', u'yellow', u'road', u'stop_symbol']"
3.0,54.0,a steering wheel,"[u'start_symbol', u'a', u'steering', u'wheel', u'stop_symbol']"
4.0,54.0,an insane woman sitting,"[u'start_symbol', u'an', u'insane', u'woman', u'sitting', u'stop_symbol']"
5.0,54.0,next to you,"[u'start_symbol', u'next', u'to', u'you', u'stop_symbol']"
6.0,54.0,complaining as the ocean,"[u'start_symbol', u'complaining', u'as', u'the', u'ocean', u'stop_symbol']"
7.0,54.0,creams-off,"[u'start_symbol', u'creams-off', u'stop_symbol']"
8.0,54.0,and people in yellow and,"[u'start_symbol', u'and', u'people', u'in', u'yellow', u'and', u'stop_symbol']"
9.0,54.0,white,"[u'start_symbol', u'white', u'stop_symbol']"
10.0,54.0,campers,"[u'start_symbol', u'campers', u'stop_symbol']"
11.0,54.0,block your way,"[u'start_symbol', u'block', u'your', u'way', u'stop_symbol']"
12.0,54.0,a frantic,"[u'start_symbol', u'a', u'frantic', u'stop_symbol']"
13.0,54.0,time,"[u'start_symbol', u'time', u'stop_symbol']"
14.0,54.0,as you listen,"[u'start_symbol', u'as', u'you', u'listen', u'stop_symbol']"
15.0,54.0,guilty of this and,"[u'start_symbol', u'guilty', u'of', u'this', u'and', u'stop_symbol']"
16.0,54.0,guilty of that,"[u'start_symbol', u'guilty', u'of', u'that', u'stop_symbol']"
17.0,54.0,you admit,"[u'start_symbol', u'you', u'admit', u'stop_symbol']"
18.0,54.0,this and that,"[u'start_symbol', u'this', u'and', u'that', u'stop_symbol']"
19.0,54.0,but it's not,"[u'start_symbol', u'but', u'it', u""'s"", u'not', u'stop_symbol']"
20.0,54.0,enough,"[u'start_symbol', u'enough', u'stop_symbol']"
21.0,54.0,she wants splendid,"[u'start_symbol', u'she', u'wants', u'splendid', u'stop_symbol']"
22.0,54.0,conquest,"[u'start_symbol', u'conquest', u'stop_symbol']"
23.0,54.0,and you're weary of,"[u'start_symbol', u'and', u'you', u""'re"", u'weary', u'of', u'stop_symbol']"
24.0,54.0,splendid,"[u'start_symbol', u'splendid', u'stop_symbol']"
25.0,54.0,conquest,"[u'start_symbol', u'conquest', u'stop_symbol']"
26.0,54.0,getting there,"[u'start_symbol', u'getting', u'there', u'stop_symbol']"
27.0,54.0,she climbs out,"[u'start_symbol', u'she', u'climbs', u'out', u'stop_symbol']"
28.0,54.0,walks toward the,"[u'start_symbol', u'walks', u'toward', u'the', u'stop_symbol']"
29.0,54.0,house,"[u'start_symbol', u'house', u'stop_symbol']"
30.0,54.0,you piss across the,"[u'start_symbol', u'you', u'piss', u'across', u'the', u'stop_symbol']"
31.0,54.0,fender of your car,"[u'start_symbol', u'fender', u'of', u'your', u'car', u'stop_symbol']"
32.0,54.0,drunk on beer,"[u'start_symbol', u'drunk', u'on', u'beer', u'stop_symbol']"
33.0,54.0,little spots of you,"[u'start_symbol', u'little', u'spots', u'of', u'you', u'stop_symbol']"
34.0,54.0,dripping down into,"[u'start_symbol', u'dripping', u'down', u'into', u'stop_symbol']"
35.0,54.0,the dust,"[u'start_symbol', u'the', u'dust', u'stop_symbol']"
36.0,54.0,the dry,"[u'start_symbol', u'the', u'dry', u'stop_symbol']"
37.0,54.0,dust,"[u'start_symbol', u'dust', u'stop_symbol']"
38.0,54.0,zipping up you,"[u'start_symbol', u'zipping', u'up', u'you', u'stop_symbol']"
39.0,54.0,march in to,"[u'start_symbol', u'march', u'in', u'to', u'stop_symbol']"
40.0,54.0,meet her,"[u'start_symbol', u'meet', u'her', u'stop_symbol']"
41.0,54.0,friends.,"[u'start_symbol', u'friends', u'.', u'stop_symbol']"
1.0,55.0,"I have a saying, ""the tough ones always come","[u'start_symbol', u'i', u'have', u'a', u'saying', u',', u'``', u'the', u'tough', u'ones', u'always', u'come', u'stop_symbol']"
2.0,55.0,"back.""","[u'start_symbol', u'back', u'.', u""''"", u'stop_symbol']"
3.0,55.0,"but Vera was kinder than most,","[u'start_symbol', u'but', u'vera', u'was', u'kinder', u'than', u'most', u',', u'stop_symbol']"
4.0,55.0,and so I was surprised when,"[u'start_symbol', u'and', u'so', u'i', u'was', u'surprised', u'when', u'stop_symbol']"
5.0,55.0,she arrived that night,"[u'start_symbol', u'she', u'arrived', u'that', u'night', u'stop_symbol']"
6.0,55.0,"and said, ""let me in.""","[u'start_symbol', u'and', u'said', u',', u'``', u'let', u'me', u'in', u'.', u""''"", u'stop_symbol']"
7.0,55.0,"""no, no, I'm working on a sonnet.""","[u'start_symbol', u'``', u'no', u',', u'no', u',', u'i', u""'m"", u'working', u'on', u'a', u'sonnet', u'.', u""''"", u'stop_symbol']"
8.0,55.0,"""I'll just stay a minute, then I'll","[u'start_symbol', u'``', u'i', u""'ll"", u'just', u'stay', u'a', u'minute', u',', u'then', u'i', u""'ll"", u'stop_symbol']"
9.0,55.0,"leave.""","[u'start_symbol', u'leave', u'.', u""''"", u'stop_symbol']"
10.0,55.0,"""Vera, if I let you in you'll be here","[u'start_symbol', u'``', u'vera', u',', u'if', u'i', u'let', u'you', u'in', u'you', u""'ll"", u'be', u'here', u'stop_symbol']"
11.0,55.0,"for 3 or 4 days.""","[u'start_symbol', u'for', u'3', u'or', u'4', u'days', u'.', u""''"", u'stop_symbol']"
12.0,55.0,it was night and I hadn't turned the,"[u'start_symbol', u'it', u'was', u'night', u'and', u'i', u'had', u""n't"", u'turned', u'the', u'stop_symbol']"
13.0,55.0,porch light on so I couldn't see it,"[u'start_symbol', u'porch', u'light', u'on', u'so', u'i', u'could', u""n't"", u'see', u'it', u'stop_symbol']"
14.0,55.0,coming,"[u'start_symbol', u'coming', u'stop_symbol']"
15.0,55.0,but,"[u'start_symbol', u'but', u'stop_symbol']"
16.0,55.0,she threw a right that,"[u'start_symbol', u'she', u'threw', u'a', u'right', u'that', u'stop_symbol']"
17.0,55.0,exploded in the center of my,"[u'start_symbol', u'exploded', u'in', u'the', u'center', u'of', u'my', u'stop_symbol']"
18.0,55.0,chest.,"[u'start_symbol', u'chest', u'.', u'stop_symbol']"
19.0,55.0,"""baby, that was a beautiful punch.","[u'start_symbol', u'``', u'baby', u',', u'that', u'was', u'a', u'beautiful', u'punch', u'.', u'stop_symbol']"
20.0,55.0,"now move off.""","[u'start_symbol', u'now', u'move', u'off', u'.', u""''"", u'stop_symbol']"
21.0,55.0,then I closed the door.,"[u'start_symbol', u'then', u'i', u'closed', u'the', u'door', u'.', u'stop_symbol']"
22.0,55.0,she was back again in 5 minutes:,"[u'start_symbol', u'she', u'was', u'back', u'again', u'in', u'5', u'minutes', u':', u'stop_symbol']"
23.0,55.0,"""Hank, I can't find my car, I","[u'start_symbol', u'``', u'hank', u',', u'i', u'ca', u""n't"", u'find', u'my', u'car', u',', u'i', u'stop_symbol']"
24.0,55.0,swear I can't find my car. help,"[u'start_symbol', u'swear', u'i', u'ca', u""n't"", u'find', u'my', u'car', u'.', u'help', u'stop_symbol']"
25.0,55.0,"me find my car!""","[u'start_symbol', u'me', u'find', u'my', u'car', u'!', u""''"", u'stop_symbol']"
26.0,55.0,I saw my friend Bobby-the-Riff,"[u'start_symbol', u'i', u'saw', u'my', u'friend', u'bobby-the-riff', u'stop_symbol']"
27.0,55.0,"walking by. ""hey, Bobby, help","[u'start_symbol', u'walking', u'by', u'.', u'``', u'hey', u',', u'bobby', u',', u'help', u'stop_symbol']"
28.0,55.0,this one find her car. we'll,"[u'start_symbol', u'this', u'one', u'find', u'her', u'car', u'.', u'we', u""'ll"", u'stop_symbol']"
29.0,55.0,"even it up later.""","[u'start_symbol', u'even', u'it', u'up', u'later', u'.', u""''"", u'stop_symbol']"
30.0,55.0,they went off together.,"[u'start_symbol', u'they', u'went', u'off', u'together', u'.', u'stop_symbol']"
31.0,55.0,later Bobby said they found her,"[u'start_symbol', u'later', u'bobby', u'said', u'they', u'found', u'her', u'stop_symbol']"
32.0,55.0,car parked on somebody's front,"[u'start_symbol', u'car', u'parked', u'on', u'somebody', u""'s"", u'front', u'stop_symbol']"
33.0,55.0,"lawn, lights on and motor","[u'start_symbol', u'lawn', u',', u'lights', u'on', u'and', u'motor', u'stop_symbol']"
